trials,nct_id,nct_id2,models,row,col,r,outcome,outcome_method
53,NCT00286494,NCT00286494,rcs,Intercept,age10' * arm_f=_2_uaa10069,-0.519,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,age10' * arm_f=_2_uaa10069,0.033,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,age10' * arm_f=_2_uaa10069,0.607,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',age10' * arm_f=_2_uaa10069,-0.709,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',age10' * arm_f=_2_uaa10069,0.699,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,age10' * arm_f=_2_uaa10069,0.836,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,age10' * arm_f=_2_uaa10069,0.417,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,age10' * arm_f=_2_uaa10069,-0.114,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,age10' * arm_f=_2_uaa10069,-0.889,hba1c,locf
53,NCT00286494,NCT00286494,rcs,Intercept,age10'' * arm_f=_2_uaa10069,0.473,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,age10'' * arm_f=_2_uaa10069,-0.04,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,age10'' * arm_f=_2_uaa10069,-0.564,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',age10'' * arm_f=_2_uaa10069,0.717,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',age10'' * arm_f=_2_uaa10069,-0.728,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,age10'' * arm_f=_2_uaa10069,-0.756,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,age10'' * arm_f=_2_uaa10069,-0.377,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,age10'' * arm_f=_2_uaa10069,0.136,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,age10'' * arm_f=_2_uaa10069,0.816,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10069,age10'' * arm_f=_2_uaa10069,-0.986,hba1c,locf
53,NCT00286494,NCT00286494,rcs,Intercept,age10 * arm_f=_2_uaa10070,0.706,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,age10 * arm_f=_2_uaa10070,-0.01,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,age10 * arm_f=_2_uaa10070,-0.771,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',age10 * arm_f=_2_uaa10070,0.659,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',age10 * arm_f=_2_uaa10070,-0.596,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,age10 * arm_f=_2_uaa10070,-0.475,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,age10 * arm_f=_2_uaa10070,-0.984,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,age10 * arm_f=_2_uaa10070,0.052,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,age10 * arm_f=_2_uaa10070,0.493,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10069,age10 * arm_f=_2_uaa10070,-0.468,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10069,age10 * arm_f=_2_uaa10070,0.434,hba1c,locf
53,NCT00286494,NCT00286494,rcs,Intercept,age10' * arm_f=_2_uaa10070,-0.583,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,age10' * arm_f=_2_uaa10070,0.04,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,age10' * arm_f=_2_uaa10070,0.681,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',age10' * arm_f=_2_uaa10070,-0.796,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',age10' * arm_f=_2_uaa10070,0.784,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,age10' * arm_f=_2_uaa10070,0.384,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,age10' * arm_f=_2_uaa10070,0.786,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,age10' * arm_f=_2_uaa10070,-0.128,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,age10' * arm_f=_2_uaa10070,-0.435,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10069,age10' * arm_f=_2_uaa10070,0.565,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10069,age10' * arm_f=_2_uaa10070,-0.57,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10070,age10' * arm_f=_2_uaa10070,-0.861,hba1c,locf
53,NCT00286494,NCT00286494,rcs,Intercept,age10'' * arm_f=_2_uaa10070,0.518,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,age10'' * arm_f=_2_uaa10070,-0.043,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,age10'' * arm_f=_2_uaa10070,-0.617,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',age10'' * arm_f=_2_uaa10070,0.785,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',age10'' * arm_f=_2_uaa10070,-0.797,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,age10'' * arm_f=_2_uaa10070,-0.339,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,age10'' * arm_f=_2_uaa10070,-0.695,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,age10'' * arm_f=_2_uaa10070,0.149,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,age10'' * arm_f=_2_uaa10070,0.394,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10069,age10'' * arm_f=_2_uaa10070,-0.557,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10069,age10'' * arm_f=_2_uaa10070,0.58,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10070,age10'' * arm_f=_2_uaa10070,0.778,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10070,age10'' * arm_f=_2_uaa10070,-0.984,hba1c,locf
53,NCT00286494,NCT00286494,rcs,Intercept,arm_f=_2_uaa10069 * sex,0.062,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,arm_f=_2_uaa10069 * sex,-0.069,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,arm_f=_2_uaa10069 * sex,0.053,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',arm_f=_2_uaa10069 * sex,-0.13,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',arm_f=_2_uaa10069 * sex,0.152,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,arm_f=_2_uaa10069 * sex,-0.038,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,arm_f=_2_uaa10069 * sex,-0.03,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,arm_f=_2_uaa10069 * sex,-0.827,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,arm_f=_2_uaa10069 * sex,-0.041,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10069,arm_f=_2_uaa10069 * sex,0.076,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10069,arm_f=_2_uaa10069 * sex,-0.087,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10070,arm_f=_2_uaa10069 * sex,-0.043,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10070,arm_f=_2_uaa10069 * sex,0.105,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10070,arm_f=_2_uaa10069 * sex,-0.122,hba1c,locf
53,NCT00286494,NCT00286494,rcs,Intercept,arm_f=_2_uaa10070 * sex,0.047,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,arm_f=_2_uaa10070 * sex,-0.031,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,arm_f=_2_uaa10070 * sex,0.055,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',arm_f=_2_uaa10070 * sex,-0.132,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',arm_f=_2_uaa10070 * sex,0.154,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,arm_f=_2_uaa10070 * sex,-0.024,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,arm_f=_2_uaa10070 * sex,-0.065,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,arm_f=_2_uaa10070 * sex,-0.819,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,arm_f=_2_uaa10070 * sex,-0.036,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10069,arm_f=_2_uaa10070 * sex,0.095,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10069,arm_f=_2_uaa10070 * sex,-0.113,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10070,arm_f=_2_uaa10070 * sex,-0.044,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10070,arm_f=_2_uaa10070 * sex,0.119,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10070,arm_f=_2_uaa10070 * sex,-0.14,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069 * sex,arm_f=_2_uaa10070 * sex,0.677,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,value_1,-0.216,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,age10,-0.951,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,age10,-0.083,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,age10',0.867,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,age10',0.043,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,age10',-0.926,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,age10'',-0.805,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,age10'',-0.033,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,age10'',0.865,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',age10'',-0.987,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,arm_f=_2_ipd00003,-0.779,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,arm_f=_2_ipd00003,-0.02,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,arm_f=_2_ipd00003,0.797,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',arm_f=_2_ipd00003,-0.721,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'',arm_f=_2_ipd00003,0.668,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,sex,-0.057,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,sex,0.193,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,sex,-0.051,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',sex,0.049,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'',sex,-0.054,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,arm_f=_2_ipd00003,sex,0.009,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,age10 * arm_f=_2_ipd00003,0.779,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,age10 * arm_f=_2_ipd00003,0.012,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,age10 * arm_f=_2_ipd00003,-0.803,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',age10 * arm_f=_2_ipd00003,0.745,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'',age10 * arm_f=_2_ipd00003,-0.696,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,arm_f=_2_ipd00003,age10 * arm_f=_2_ipd00003,-0.993,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,sex,age10 * arm_f=_2_ipd00003,0.03,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,age10' * arm_f=_2_ipd00003,-0.697,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,age10' * arm_f=_2_ipd00003,0.048,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,age10' * arm_f=_2_ipd00003,0.719,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',age10' * arm_f=_2_ipd00003,-0.78,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'',age10' * arm_f=_2_ipd00003,0.771,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,arm_f=_2_ipd00003,age10' * arm_f=_2_ipd00003,0.864,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,sex,age10' * arm_f=_2_ipd00003,-0.023,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10 * arm_f=_2_ipd00003,age10' * arm_f=_2_ipd00003,-0.902,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,age10'' * arm_f=_2_ipd00003,0.637,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,age10'' * arm_f=_2_ipd00003,-0.051,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,age10'' * arm_f=_2_ipd00003,-0.66,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',age10'' * arm_f=_2_ipd00003,0.757,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'',age10'' * arm_f=_2_ipd00003,-0.768,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,arm_f=_2_ipd00003,age10'' * arm_f=_2_ipd00003,-0.785,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,sex,age10'' * arm_f=_2_ipd00003,0.027,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10 * arm_f=_2_ipd00003,age10'' * arm_f=_2_ipd00003,0.828,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10' * arm_f=_2_ipd00003,age10'' * arm_f=_2_ipd00003,-0.985,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,arm_f=_2_ipd00003 * sex,0.038,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,arm_f=_2_ipd00003 * sex,-0.127,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,arm_f=_2_ipd00003 * sex,0.035,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',arm_f=_2_ipd00003 * sex,-0.034,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'',arm_f=_2_ipd00003 * sex,0.038,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,arm_f=_2_ipd00003,arm_f=_2_ipd00003 * sex,-0.033,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,sex,arm_f=_2_ipd00003 * sex,-0.704,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10 * arm_f=_2_ipd00003,arm_f=_2_ipd00003 * sex,-0.026,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10' * arm_f=_2_ipd00003,arm_f=_2_ipd00003 * sex,0.009,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'' * arm_f=_2_ipd00003,arm_f=_2_ipd00003 * sex,-0.003,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,value_1,-0.505,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,age10,-0.876,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,age10,0.051,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,age10',0.741,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,age10',-0.067,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,age10',-0.884,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,age10'',-0.67,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,age10'',0.068,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,age10'',0.807,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10',age10'',-0.984,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,arm_f=_2_ipd00001,-0.661,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,arm_f=_2_ipd00001,0.087,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,arm_f=_2_ipd00001,0.709,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10',arm_f=_2_ipd00001,-0.592,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10'',arm_f=_2_ipd00001,0.533,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,sex,-0.027,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,sex,0.033,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,sex,-0.082,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10',sex,0.094,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10'',sex,-0.097,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,arm_f=_2_ipd00001,sex,0.011,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,age10 * arm_f=_2_ipd00001,0.662,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,age10 * arm_f=_2_ipd00001,-0.095,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,age10 * arm_f=_2_ipd00001,-0.725,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10',age10 * arm_f=_2_ipd00001,0.643,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10'',age10 * arm_f=_2_ipd00001,-0.587,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,arm_f=_2_ipd00001,age10 * arm_f=_2_ipd00001,-0.985,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,sex,age10 * arm_f=_2_ipd00001,0.057,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,age10' * arm_f=_2_ipd00001,-0.535,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,age10' * arm_f=_2_ipd00001,0.086,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,age10' * arm_f=_2_ipd00001,0.617,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10',age10' * arm_f=_2_ipd00001,-0.699,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10'',age10' * arm_f=_2_ipd00001,0.687,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,arm_f=_2_ipd00001,age10' * arm_f=_2_ipd00001,0.784,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,sex,age10' * arm_f=_2_ipd00001,-0.064,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10 * arm_f=_2_ipd00001,age10' * arm_f=_2_ipd00001,-0.856,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,age10'' * arm_f=_2_ipd00001,0.461,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,age10'' * arm_f=_2_ipd00001,-0.073,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,age10'' * arm_f=_2_ipd00001,-0.54,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10',age10'' * arm_f=_2_ipd00001,0.658,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10'',age10'' * arm_f=_2_ipd00001,-0.668,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,arm_f=_2_ipd00001,age10'' * arm_f=_2_ipd00001,-0.684,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,sex,age10'' * arm_f=_2_ipd00001,0.064,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10 * arm_f=_2_ipd00001,age10'' * arm_f=_2_ipd00001,0.762,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10' * arm_f=_2_ipd00001,age10'' * arm_f=_2_ipd00001,-0.98,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,arm_f=_2_ipd00001 * sex,-0.049,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,arm_f=_2_ipd00001 * sex,0.11,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10,arm_f=_2_ipd00001 * sex,0.065,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10',arm_f=_2_ipd00001 * sex,-0.076,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10'',arm_f=_2_ipd00001 * sex,0.077,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,arm_f=_2_ipd00001,arm_f=_2_ipd00001 * sex,0.007,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,sex,arm_f=_2_ipd00001 * sex,-0.703,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10 * arm_f=_2_ipd00001,arm_f=_2_ipd00001 * sex,-0.096,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10' * arm_f=_2_ipd00001,arm_f=_2_ipd00001 * sex,0.106,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,age10'' * arm_f=_2_ipd00001,arm_f=_2_ipd00001 * sex,-0.102,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,value_1,-0.374,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,age10,-0.909,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,age10,-0.021,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,age10',0.753,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,age10',0.053,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,age10',-0.872,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,age10'',-0.662,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,age10'',-0.052,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,age10'',0.775,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10',age10'',-0.98,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,arm_f=_2_uaa11146,-0.494,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,arm_f=_2_uaa11146,0.03,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,arm_f=_2_uaa11146,0.514,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10',arm_f=_2_uaa11146,-0.432,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10'',arm_f=_2_uaa11146,0.381,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,arm_f=_2_uaa11147,-0.388,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,arm_f=_2_uaa11147,-0.014,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,arm_f=_2_uaa11147,0.42,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10',arm_f=_2_uaa11147,-0.354,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10'',arm_f=_2_uaa11147,0.313,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11146,arm_f=_2_uaa11147,0.22,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,arm_f=_2_uaa11148,-0.684,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,arm_f=_2_uaa11148,0.018,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,arm_f=_2_uaa11148,0.721,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10',arm_f=_2_uaa11148,-0.607,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10'',arm_f=_2_uaa11148,0.535,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11146,arm_f=_2_uaa11148,0.38,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11147,arm_f=_2_uaa11148,0.31,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,sex,-0.136,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,sex,0.012,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,sex,0.038,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10',sex,-0.12,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10'',sex,0.139,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11146,sex,0.074,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11147,sex,0.06,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11148,sex,0.104,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,age10 * arm_f=_2_uaa11146,0.491,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,age10 * arm_f=_2_uaa11146,-0.02,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,age10 * arm_f=_2_uaa11146,-0.527,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10',age10 * arm_f=_2_uaa11146,0.459,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10'',age10 * arm_f=_2_uaa11146,-0.408,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11146,age10 * arm_f=_2_uaa11146,-0.993,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11147,age10 * arm_f=_2_uaa11146,-0.221,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11148,age10 * arm_f=_2_uaa11146,-0.381,hba1c,locf
53,NCT02489968,NCT02489968,rcs,sex,age10 * arm_f=_2_uaa11146,-0.02,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,age10' * arm_f=_2_uaa11146,-0.466,hba1c,locf
53,NCT02489968,NCT02489968,rcs,value_1,age10' * arm_f=_2_uaa11146,-0.015,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10,age10' * arm_f=_2_uaa11146,0.532,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10',age10' * arm_f=_2_uaa11146,-0.609,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10'',age10' * arm_f=_2_uaa11146,0.597,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11146,age10' * arm_f=_2_uaa11146,0.88,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11147,age10' * arm_f=_2_uaa11146,0.216,hba1c,locf
53,NCT02489968,NCT02489968,rcs,arm_f=_2_uaa11148,age10' * arm_f=_2_uaa11146,0.371,hba1c,locf
53,NCT02489968,NCT02489968,rcs,sex,age10' * arm_f=_2_uaa11146,0.073,hba1c,locf
53,NCT02489968,NCT02489968,rcs,age10 * arm_f=_2_uaa11146,age10' * arm_f=_2_uaa11146,-0.912,hba1c,locf
53,NCT02489968,NCT02489968,rcs,Intercept,age10'' * arm_f=_2_uaa11146,0.44,hba1c,locf
